household_id,disposition,assigned_on
1c3685c8-d4ab-463b-878b-b0e2509d412a,new,
dba1cade-102b-451d-91e7-8dab7d55e716,new,
09046523-23ce-4dd4-946f-772b8b54b626,new,
b5d96163-99fb-4768-83c5-19a8c4a7f99a,new,
e36cb471-0cb5-42eb-a9d2-2da50752f314,new,
4f8d9b58-1f1d-428f-96d2-4dd523c86757,new,
3c6b698c-2e76-478d-bea3-a2023aa82891,new,
8faada23-6f58-4c60-8fe2-4166af678c96,new,
7c289389-176f-4b4e-bf55-38e40464cf44,new,
4976543a-971b-46ab-9314-02161fd3023c,new,
ae2dcf94-6076-4fc0-b452-17b5545176b9,new,
5f987c68-b94a-49d0-9a6d-2508a5fc19d3,new,
c56bb288-5a84-4c9c-bb0a-dbf827930cc4,new,
0dc5c968-80b8-4484-9b49-d389bb5b7fd6,new,
416684d9-1a9a-4441-a094-024be9b9bde7,new,
dad00d0f-89c6-4575-b7ea-215416c69c9f,new,
9fb1cfc5-129d-43b0-882d-3d473d00d66a,new,
b80df85d-c4a0-4e71-b92a-4225de120de9,new,
bb2ac518-a9f0-46d9-8479-36139122eabd,new,
a6f56e7b-426b-4795-90b9-3bd326912a73,new,
6c6ace4a-214e-4fbf-82cf-4eae151aaf03,new,
3ec1e2c4-6604-4ed0-9eb8-18cd914acc62,new,
6b132bd3-d944-4708-9406-e27db1d4805d,new,
1fe3b313-09b4-4291-af7f-7a77cb3bbe0e,new,
27a48af6-8ef4-4009-82df-c5e4d5b709c3,new,
bfcc2be7-8da7-40fb-9fae-5f9a69074356,new,
955a1374-df04-413e-81e5-0d30f7b7d19c,new,
5fc4ee46-55f2-435a-b532-0642ba2e214f,new,
c3864c52-b863-4d49-b5a9-9cc8b00655e2,new,
bb8f8ea3-a37a-42e4-aa06-2bc2dc9ae98e,new,
9ec65051-0b0f-42e9-9e19-54e7b50799ea,new,
a270a89a-3548-421d-8837-5bac339f3191,new,
ed8fa0aa-9bc8-438d-8114-17cf36ee1f83,new,
bea079c2-5d9f-4625-bf10-6804da734b6c,new,
a8c521a8-c8c4-455f-9490-0d69fcb3de55,new,
2fc65507-67a3-40aa-86fd-52e475bb3487,new,
3d39c1ad-1ef8-4f6f-a723-0eaa1f0d4fd4,new,
008d1a15-74c0-46b8-a53d-5991bf4b06b9,new,
09d34680-dcef-4be6-9c3b-ec16b4b9e982,new,
8870f368-fa61-416e-a474-10238c8a7d25,new,
6f0b23a7-9cbd-49e1-bd85-0983207d7f20,new,
efc7466b-4077-4358-86b7-7e3a35d006f3,new,
a941eab5-4647-4262-b4a9-ea802f2bd4fa,new,
baf0dcb4-3aef-43db-92c3-2f6d9d7a9c6e,new,
44bbbbbf-18a7-4ef3-aef3-4d741ac1234b,new,
cf33a860-e540-4f6b-a9b7-945862bfb482,new,
b688b77a-affe-4863-b171-88310a1a51b3,new,
6c663475-8afa-4a85-af37-59a2d89dfee3,new,
6cbf93c9-b354-416c-a5b8-5e37c1cf0972,new,
ae447cd4-cf8d-4719-8cb6-bf88b778b9d3,new,
b6f1f054-245b-4314-b24a-353b99df6f71,new,
74f1cae7-5a6b-4471-a3a1-8794b50eb2b7,new,
7d3e7052-0d90-4fbc-80b2-f4833e583281,new,
f794375f-791b-4833-b5bf-dd2d177aedd6,new,
c8ff8244-8d22-456f-9dc1-3f58a92de544,new,
07bfe1a3-ba31-475f-a5fb-06deac134abd,new,
fab9a42b-c8a8-48cd-985f-66cea6f2175c,new,
08002091-e78b-4389-960e-7ba6962108c4,new,
f7d85888-f8c6-450f-8847-fbd041a499c6,new,
c46bfe7e-b198-4495-a971-7c71f9dfe88b,new,
54c49ba5-22d9-41e3-8296-539932f0d0e7,new,
9d28e760-31d9-4022-945f-45649306e501,new,
1250402e-09b7-4f7d-9b06-2d3425362b23,new,
e917a3c5-e1f2-4549-a811-466dff5a7350,new,
8aa81139-5e9f-42e0-ae94-5e3a583eae9f,new,
cba53962-9a38-4e7a-a3bb-25c3e39629ca,new,
d784dc37-aaaa-44b9-aff0-6a61be73bab4,new,
dc1272f6-6f0a-495d-90d3-6bb68fbf3577,new,
35decd42-6085-46d3-b0a1-be68fc521b1c,new,
d5132a02-e32b-4c06-a084-9373958bcde9,new,
9a302028-3e96-4c52-9295-6c9c16f2db75,new,
fb1255b0-bc13-4438-88ec-eff007d6b5b5,new,
84904dfe-66ab-4af8-9395-c47f62af2cf5,new,
2f0932a3-d0f8-4c09-8063-15c302a92cf2,new,
731d7488-05fe-4d8a-805a-34e1c169321b,new,
7913da8a-5eef-4b2c-8ab4-d129516ef536,new,
d78de4ee-fec0-4bb5-ae9e-1fb3d401e3db,new,
f6e69bf7-ee31-433a-aa80-58805e955076,new,
1bcbe244-f736-4290-b0a1-9fda98b3c727,new,
08358c51-058a-40ae-9897-f20fefa773ca,new,
2ab0c68a-9d17-4ed3-9d9b-fd769f45a967,new,
15fce5bd-a279-4c4d-8dd8-869d8f562f1e,new,
2cd5c0fe-a13e-41d9-8477-d35639c47f34,new,
21ba8296-69b9-4a01-b57e-2dd924cd1605,new,
e6509da3-63bc-4e03-97f0-d8cf6863489c,new,
25f9a78f-9751-4223-a68e-341f05ab1a43,new,
87962fa3-d572-415c-9162-396e0f20d427,new,
63ec48e1-8234-4eed-b109-0ba5fd3c6bb7,new,
7c38a79c-748e-445a-a3b7-a6ca6f757ef6,new,
cf558ff5-6669-4286-a93b-f4b664c607fc,new,
2f017a22-c671-4214-b12f-9ae0fba20686,new,
19632792-863d-410b-ac91-21512ada7b2c,new,
d11d52de-15da-4209-8a38-677653551de1,new,
6f6d7844-1f3f-41e5-9b85-617dfb2b0235,new,
a4769d32-c853-4ae1-b93e-1138aca6774b,new,
b41c626e-48f4-4d5d-9064-c3705ee83721,new,
cefa7f4e-50ad-40e6-9a76-69098a31668c,new,
5ff4aa9a-4f7e-4739-ae70-05726f57fc1e,new,
330c2d47-71c3-4ae3-b078-2e827ae8ee14,new,
ca81c4e7-d5b9-41a1-b373-f51d77f918f4,new,
ef7a80e4-c043-4633-b195-72eed7efbdec,new,
861f2d1a-58b0-4773-ae6f-fcde4e7a9185,new,
642926e0-44c8-43a0-bc99-fcbf17a61d74,new,
07d65dff-30c5-4dc4-8dcd-5f1e2813c4c7,new,
37e1ac06-32dc-4a95-b56e-489eb8239254,new,
517468ff-8353-4c07-a9b8-efb89ae7d0a3,new,
a03c7ce8-07d2-405f-9ea8-4e7419a46bd3,new,
23a181e1-d269-4ee8-9b60-948c6b324013,new,
37621a92-3c5b-48b7-9644-3a9e02bde58a,new,
cb89c718-638a-4ca9-9f2d-26e26bfbd84a,new,
1cb73a32-3ffd-4217-a0e5-5bb4ab5cac27,new,
be2945e2-da7d-420a-9595-ce9390074138,new,
b8b4adac-10a0-4e50-8f60-c03134e801b1,new,
81285054-5827-46f0-a100-0fb9177478d6,new,
6f57da32-ad08-462b-8602-ab269be4a8db,new,
1e8d8796-8761-4167-8cda-850c5f19552f,new,
0a5b997e-6a37-487f-9b52-38391de804bc,new,
2cf64003-9f8d-4187-9fd1-c49ab74a7e11,new,
88cff825-fbd7-44cc-8fa6-494f2b5711b3,new,
cd88e16a-d3b3-4596-8d9c-7f2ed8e01d61,new,
f0a9c713-43f1-4866-9e63-272c7b89d8c2,new,
9d41d4cf-844d-4a5c-8685-1f6f2b619fb4,new,
58d6ff06-c0bc-45fd-a0d3-8b6a3c795f20,new,
2a6cf233-e8de-4fca-84aa-db7bb73290b1,new,
03fff8c5-b657-42b4-97ba-b3d338390b89,new,
3f9f1517-6026-4e36-a7dd-947ca8e2efb2,new,
d671d987-271d-41d2-8676-22d89fec33ac,new,
dd562760-fa5f-41cd-a6a1-b0b7c384eab4,new,
c2167e3b-0caa-48ab-872c-46a55355694d,new,
8c8370cf-b83a-473c-ba35-8a03142070fb,new,
5ea1ceea-a6f5-49a1-b270-645cd5fb1714,new,
091ca812-9dbe-4b3b-b984-f0b7c3dc04cf,new,
57aa21ad-a9f1-4785-8c73-aa9165514129,new,
ad126b83-9e0f-4607-9fb2-b5f52c6a0f7b,new,
3a9cd40d-839e-4fa9-acc7-bd694f9f1367,new,
53c894e9-0363-46ce-b14d-1a39853f226c,new,
48722360-5fbe-49c8-86ce-5d63e7ea08e3,new,
6c3f2da4-854a-4e7e-a951-571e707fa760,new,
ccf5f903-8902-4064-962d-577845cd16cf,new,
4e099041-143e-491e-b07d-5e365fb81540,new,
57cec550-dc64-4743-a694-3029591dfa19,new,
a0e10b15-5335-4b60-a77c-1b5b6488e1ba,new,
028b7d7f-b4e6-40c5-beb6-6de4ce183c79,new,
f323d2c1-939b-41b8-b321-de14072d43bd,new,
b4241116-17d8-4ccf-8435-0f313ddd48e9,new,
dfcef689-602b-44bc-af52-8b4c9ce2ff0d,new,
bed6d284-2bf5-49fa-b3a3-86bf7b7c1e7e,new,
f5c3c43b-fb2c-4a52-accd-b47fe530f94b,new,
6077e93d-4712-43a7-9e03-e91a248bf829,new,
bc59e067-9a6e-48b5-9226-2d23e43c40a5,new,
b4e8f7f2-eea7-48b0-9507-c2f5aacc0591,new,
8d5e9949-27fb-426c-a5c0-81d8a208265a,new,
1d7015b2-e9fd-4462-bf91-a7ca781fa658,new,
15f7f386-02b1-4e4b-9868-fdfd625e74dd,new,
c664e271-705b-4a3e-8386-18dd257ce03f,new,
e8048f37-6217-4e80-a3a2-3a9342058fe4,new,
28f32f0d-90fb-4abd-9398-6a43543dca8e,new,
22f2cbf1-679c-43d2-854e-a494d5aee22c,new,
11fec74d-bea8-4db4-a71a-6a352cc25638,new,
6a0dfe31-d55d-4520-86ad-6479bb2eb559,new,
b723cbe0-134d-44b2-ae5c-2285bf2d9d01,new,
06fd17d9-d765-4edf-a9b0-a8798303f20d,new,
a0911cc5-cee9-4480-9e07-2452e945b569,new,
0d946ec0-c8a9-420a-8ece-5f6d75913e4c,new,
f9c3c647-cf58-474a-95a9-becc83af10e6,new,
314370f3-91be-4dd2-b720-11270fe14cc7,new,
00ac4b3c-10bd-4cae-a3f0-d14a38c1012d,new,
f8d4108d-8970-4a8f-a38f-09a483e09d8d,new,
f40851f9-d06a-48f9-ab9d-4313e698af61,new,
9118fd52-e30d-4ccf-8f87-e4a380fa39e0,new,
467c9212-443a-41f2-9543-a47037aabee8,new,
a9906a07-9249-4552-bbae-46b8e10867d2,new,
fad461ab-eb97-4ce5-8114-63c39550450f,new,
c614adeb-30bf-43ec-b747-7c63ad6c2e62,new,
50d1c858-26e8-4073-9d66-acfe1db0b97b,new,
04751460-d8f8-42d3-95e9-4adb0dab7406,new,
3f79d40c-c1df-4a36-a812-5f363a7ed8ae,new,
4ac6c44a-f724-4927-8ca8-3c11a94ee2e9,new,
ee9b06eb-3052-4c3a-9816-557bef72028e,new,
30c8f79e-2516-47d5-9199-d62caef7e53d,new,
fcc740a9-b182-403a-8119-493562b9ef10,new,
c4a9e462-7ec3-4901-baf8-56b7719c6344,new,
0009daa8-8eb9-429d-8a84-986ab31a8217,new,
8cfa7fe8-9125-4cf5-829f-b32d8dffbc26,new,
672ddafb-95d4-45b0-a924-678abaefd4be,new,
3f1eb11e-aedd-41e8-a38d-92447df9c3c7,new,
79548364-b75e-4888-aeb2-29c44e0da93d,new,
ab6edec5-c169-45e2-b84e-32483135c2c7,new,
e0236ced-0cbd-495c-9241-dbdd7b2630b5,new,
63b46bb4-d949-4c1f-ba36-0b302d1d3c03,new,
779ebe6e-b7f4-4dee-831f-618852b128aa,new,
8a00037b-7e24-4911-9af9-22db394e5525,new,
ef03734b-0c97-427a-a7dc-e297c460a2d3,new,
29763cae-8280-4c01-8bc1-2c089d703093,new,
3d990a42-8ac3-4d54-b11e-27ceb2e64cad,new,
9d534241-6044-4635-8e71-da1d2e916edf,new,
0f3ab329-883f-441e-9f89-f7b4550ecc4f,new,
073294c9-fdd4-465a-8ede-c45cd0f9b78d,new,
6fce9dea-9809-4df5-8164-b181ff0ad533,new,
fb05b514-53c3-4ae9-ae3c-dad84024a7ff,new,
ee56a1c5-8e6b-4db8-abbc-5b09e393138d,new,
808f165e-fae4-4637-a206-c3daee5ff987,new,
b5845fc5-0dd6-4369-b983-d6e5f790dedf,new,
3b337daf-fe6e-44a9-807b-bb6bd9604152,new,
66951e9c-6194-477a-b4dc-96c189362d6b,new,
87782fa5-8e96-4740-bf3f-df0555ee3d2b,new,
7e59c9d0-d923-461d-94ed-759bb9cad5f0,new,
6a10b6a1-0d1b-4b80-ae5c-966407ac6e7c,new,
33715aa9-0d76-4d4b-828c-df213e11f55f,new,
3b8fb7a5-1e4f-4ba6-9e82-2c406c196a18,new,
df76290a-d83e-4486-8cb2-898ac3b0454e,new,
acf0a501-4e35-40b5-833a-fa31f1e467cd,new,
f507ad58-c531-4922-a051-49c479821c00,new,
35ff99f4-8d75-4eae-beb1-4067a8168d44,new,
10561dd3-f594-4dd9-84a2-a643a3a20916,new,
30a816e2-3e4e-44e9-bb1e-43ecdd263df5,new,
a887ba10-35f3-4c8e-a5f3-3eb165153fd1,new,
b83ba319-1d2c-48af-ad68-24a4c6133397,new,
5e3a4c8e-a305-4cfe-a5f5-3b3e7f4e2eb5,new,
c182da56-9987-4e51-b3f5-2dfbbebd6f97,new,
7f64ff6d-f386-48f4-bf43-59dfac0af02e,new,
c1d2cbb7-dae4-4a16-81e5-390a1dc65f9b,new,
d16060ce-7473-42a9-ba63-c36d168de0cf,new,
45624819-e397-4601-a1ee-532777b531f8,new,
e09ef45c-2d99-420b-8276-625258635a6e,new,
73e99fd3-64ff-4a93-97d4-d289b00e5c1e,new,
f5ec6ad4-2c9e-49e8-a00b-717056f0855d,new,
4e1023d5-1659-40e3-95b2-e463d6e43746,new,
29c60bf5-84ce-49e0-a751-bdc1977e8306,new,
0fe56a0e-c35b-4708-a068-2881da10ae7f,new,
7bf2c9bc-f071-4d2f-9656-b2a97c7a9c32,new,
911a35f2-53ef-4db4-853e-f7aaa9ffcfb8,new,
6566660e-a59f-4c78-a88a-15955db8fc61,new,
0e780450-4422-4cc0-871e-60d35938cb58,new,
0fc80d0d-17ed-4e0e-a83e-229defb5210a,new,
7988859b-ccb7-485a-8edc-6ecd38e51beb,new,
897e0e4b-3ae3-4143-b881-3e75126faa36,new,
e75fbe3e-095b-4200-9c9d-c9a662dab6e5,new,
cf20cc53-a179-4962-870b-29d345066b34,new,
85474190-38fa-4b52-95cf-b28d63933fa1,new,
e165676e-096e-4bed-b1ca-8f81d01dc9ff,new,
db16521a-b9b4-4c55-a727-10c730d0db9c,new,
972a5b65-a73e-425a-bec2-2f6ff0f5a7b9,new,
8622b404-acf5-44b6-a463-c649793c978d,new,
7deddaba-d2bd-49dc-a177-8b2ef6386062,new,
4e5d724a-c0c4-4766-815e-cfcc0b5dd280,new,
df9daf8b-5f5a-493a-a3c0-0bb34c776285,new,
9c46e92c-0c5a-4954-8081-e7e89f582c08,new,
cb404a97-c830-4b0e-bc97-b8016442b71b,new,
15c89d2f-5862-4306-b642-f3426cc4d14f,new,
cb15dd58-591d-4102-a21b-6b125f3d03ce,new,
5f0f3e34-e8c8-475c-b629-ba6607956d65,new,
b17a3c9c-9e96-4cd4-bca0-a053c9e723c7,new,
f7855a3d-bb8c-4cb1-be19-be227f7a2786,new,
1484ea5e-8ebe-4777-afe5-c41b2c5828e4,new,
7caea139-18b2-4e19-931b-7e3070999a24,new,
04a05730-037f-43b3-8362-c6493eb21c0a,new,
884aa17c-a57f-46b2-ae81-a628ea79fa02,new,
afe642e7-b1ee-47a9-97ef-4930e2d0503a,new,
2061f7db-ebd0-499c-96c8-a09e8a3be435,new,
9ea20b8e-6378-4575-a243-43ba2287c5c9,new,
a7b1c1c1-f8dd-44e0-956e-244f3404cdc5,new,
bc75d5ee-9a58-40ee-ad72-5714d0a2f7fa,new,
01117c4e-2f07-40b7-a94a-f5c4a3e827be,new,
c630c620-fcef-4294-ac1f-b91679c812a1,new,
33d26fb9-c553-4c86-8da9-196ff8532b33,new,
97d1d97a-6473-4ec7-9287-9f3ca6b61154,new,
9875740f-8c5c-4795-93c0-5e902fb16de3,new,
72615076-fb5a-4891-9064-59f95ee7c5b8,new,
59158075-7808-44b8-960f-cbeb3c292863,new,
e3f2e36e-3d43-4173-9ae8-66564fcaaa33,new,
94c85a12-1851-4c23-8ce6-829a298b6930,new,
de8d9674-2ade-438d-9072-1a4423a9a490,new,
09de07a7-02d1-4224-8f39-9292bd9a4925,new,
ebbcb067-ccd5-47b2-ad52-a2796ece52e3,new,
2fb7bec4-ae97-49b9-9c9a-ffc140793ef7,new,
69017440-c8f6-4e09-8970-e260b6f6551f,new,
5c5cd310-d67b-4f79-935f-b3224058c6d5,new,
99d27b33-a94f-4824-879b-b55af78dd101,new,
7cb070b0-602c-41ee-b923-c9ba4a17a137,new,
5b8da683-3ff5-462a-8991-c9d1021fc315,new,
679d2ecc-b8f8-4101-b5c5-b17a067c229d,new,
19df7d06-9152-4dc2-b57c-9bfc433d9485,new,
33364ce4-fe2b-4489-af94-2e4f714999bc,new,
5e6dca3d-fc90-4903-914b-affc02fefad7,new,
1eac3c82-c336-4f04-8f3b-51ddc877d328,new,
07e3652e-79ec-450c-a32e-8c1486b56243,new,
5b9a9742-a809-4349-adab-af0d26b9b44a,new,
1a38a68d-3d30-4576-9ad7-0b558153d602,new,
20b8626f-2c1e-425a-a930-008ae9d6ed58,new,
f0f5cd5f-1c6f-40d7-8b7f-6419c116c1f5,new,
e3c98c08-79a8-4304-b4d3-207d3b9ee567,new,
ba9b54a8-6d50-44b0-a318-4eeaa5abb5b6,new,
59adebad-e32e-42f7-8b81-6ae3ac4a6943,new,
2d6b5dae-5263-44ad-a17f-dcf4d14f1391,new,
c2e352be-172b-49bc-8b37-8fc629704e8e,new,
94f4c641-1857-4a2e-941c-60d2d3e69e9e,new,
5d6fdb5e-c150-433c-8149-ebfad0ceda3f,new,
aa42cab8-ef2f-4941-9232-39285205eb17,new,
c8bd2432-972d-453e-8bb0-b618f336f28d,new,
abe96f6b-aab1-4819-aff9-a2c7433acef2,new,
0ba3e973-d9d1-4200-9e14-a76ed1cb4808,new,
6333a118-198b-46fb-8b8e-794ca27554af,new,
f2687e00-c685-4089-90f7-d36ef0b2cc85,new,
9a62684b-49a7-40ca-83a0-986819945ba9,new,
a158ccc9-e61c-4807-a05d-0b1441b570b9,new,
5171c116-9015-44c5-97ed-e82a21e759ba,new,
7102e0bb-bbb9-463e-aa06-e789053cc4c2,new,
070a59bd-8650-48d4-b06e-a396de3b8254,new,
cf56653d-3f00-4372-96a8-86255b9344f4,new,
663ee3fb-66de-464a-85eb-01bbf21517b1,new,
a2524a57-1a95-4ca3-a1ad-e2c5afb97819,new,
f04fb2fb-e3f5-40e4-b2bd-2d7c8d01ad5c,new,
a96bed60-e8af-4f9a-a0d1-6a175e8f275c,new,
88210f56-b1ad-46c4-b7d8-329d72739b0b,new,
c86bf318-3e46-4714-8ba9-d8bc8ff34d67,new,
36653064-5b5c-4bca-bc39-09ef11042419,new,
83d8a591-d34a-4de9-852b-b5f0393e84ce,new,
e382bfe3-34c0-49de-8a2e-deacb86f341d,new,
ce4fab20-4ecc-4d9d-88b2-396599ea59da,new,
85646619-32e0-443b-b59d-386fe4a7a19c,new,
285dbff2-e148-49d5-9040-22b49c617e3b,new,
32e5c787-4aea-41f8-808a-d54120cfce3b,new,
cd58c48e-8ca1-474b-bf57-5ee8d86a1cb6,new,
85672e87-2c75-440e-ab59-42926187f18c,new,
7cf1242b-0b09-4d38-bceb-9904517c04e9,new,
8f3e12e5-b757-4f00-8bac-111b5ae5d016,new,
67ceca15-a204-4f43-9fc3-2f5a1f742070,new,
20343725-885d-4d36-81b9-7ea49929b50c,new,
8d4000ca-b77b-4796-9198-2669408bfa25,new,
ea933a37-5711-4f98-a18a-d80b3bdc3f47,new,
c1693f5b-d3ff-4965-b637-826719a1f636,new,
15fa9637-cb40-41b2-aeb9-f56cffc686be,new,
fa64032b-4205-478e-bc96-1991c9c08aeb,new,
55d1e9ee-f862-4542-87a7-d5280b07938f,new,
dac01a9d-ecba-49eb-9fba-03fcded06ee7,new,
28e1f076-8e77-4a9f-abb3-a19793ffdd36,new,
e8854265-9801-46dc-85be-24d4ad423381,new,
c8bb6e37-a761-4b5c-8728-f684194ae645,new,
c9ba7c3e-5941-410d-8a83-357bcce18fe0,new,
6fdb9338-cfd4-4ea1-a948-e6fc535e8f93,new,
4d2f5f2b-a9c3-4871-872a-f6fa608bc31c,new,
a6d4f9c1-8e55-406c-854c-e6c6d2ec2ddd,new,
c4bcacc8-aeef-4d3d-99d0-d44e3496d8ff,new,
f173b3ac-00c9-4c92-8cff-3f874ed025a7,new,
6bfff33d-22ea-48fe-b6a0-b747ed7ad1a6,new,
95297969-b861-4e5d-ba07-6a9712ae12d0,new,
2063ff50-76f3-4c86-aa41-63f02e2afd68,new,
85d4577b-5550-4db5-9e8e-7fe7ef9ee17c,new,
3d43d215-aed5-43e8-9e67-383a37b716f0,new,
a8bce1fc-8cc3-4ce6-b258-e41b09e31711,new,
